Lake,year,sample date,picked date,round,species1,HW,OWPL,TL,Dragonflies,dummy,julian date,species
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.8,5.5,,4497,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,1.1,6,,4498,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.6,7.2,,4499,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1,5,,4500,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,0.8,5.3,,4501,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,4.4,4.6,10,,4502,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.7,3.5,,4503,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,NA,4,,4504,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1,5.9,,4505,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,NA,4.5,,4506,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.4,4.2,,4507,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.8,5.1,,4508,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.9,NA,3,,4509,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.3,NA,3.2,,4510,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,0.6,3,,4511,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,0.9,5.5,,4512,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.5,6.1,,4513,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.7,5,,4514,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.3,6.1,,4515,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,1.2,4.2,,4516,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,NA,3.8,,4517,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.8,5,,4518,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.7,3.9,,4519,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.6,4,,4520,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,0.9,6.2,,4521,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1.2,6.2,,4522,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.1,1.5,5,,4523,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1.1,6,,4524,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.7,4,,4525,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.9,NA,4.1,,4526,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,1.3,5,,4527,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,4.6,,4528,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.5,8.3,,4529,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.7,5.2,,4530,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,0.6,4.7,,4531,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.5,7,,4532,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.4,7.7,,4533,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,4.3,,4534,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.4,4.4,,4535,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.7,3.4,,4536,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.7,5.3,,4537,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.6,4.6,,4538,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.2,6.2,,4539,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,0.4,3.9,,4540,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.7,0.7,5.8,,4541,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,2.3,8.2,,4542,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,1.4,5.7,,4543,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1,5.1,,4544,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,1,5.2,,4545,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.5,7,,4546,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,1.2,5.7,,4547,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.8,4.8,,4548,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,4.3,,4549,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,NA,3.8,,4550,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.5,NA,3.6,,4551,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.6,4.6,,4552,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,1.2,6.3,,4553,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,2,6.2,,4554,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.1,1.5,6.7,,4555,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.3,6.6,,4556,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,1.5,6.4,,4557,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,1,5.9,,4558,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,1.3,6.4,,4559,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,1,5.5,,4560,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,1.4,6.1,,4561,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.1,4.4,,4562,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.1,2,6,,4563,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.4,6.6,,4564,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.4,6.5,,4565,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,1.5,5.6,,4566,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,2.1,5.3,,4567,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.7,4.2,,4568,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,1.1,4.6,,4569,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.2,4.2,,4570,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,1.4,6.5,,4571,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,0.6,3.4,,4572,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.3,NA,3.2,,4573,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.8,5.1,,4574,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,0.7,4.6,,4575,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.5,4.3,,4576,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,0.6,4,,4577,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,0.6,3.5,,4578,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,4.8,,4579,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,0.8,4.6,,4580,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.3,4,,4581,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,0.6,3.6,,4582,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.1,0.7,4.3,,4583,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.5,4.5,,4584,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,0.9,4.9,,4585,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.4,3.4,,4586,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.9,0.5,4,,4587,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.9,3,,4588,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,NA,4.3,,4589,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.3,NA,2.4,,4590,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,4.1,,4591,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.6,5.5,,4592,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.8,5.1,,4593,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.7,0.5,3.6,,4594,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.3,NA,4.5,,4595,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,0.8,3.8,,4596,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,1,6,,4597,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.6,3.1,,4598,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,NA,3.3,,4599,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.5,0.8,4,,4600,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.8,3.8,,4601,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.7,4.4,,4602,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.5,3.8,,4603,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.9,0.5,3.8,,4604,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2,0.6,3.1,,4605,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.5,3.5,,4606,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,NA,3.5,,4607,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.5,4.2,,4608,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,1.6,5.8,,4609,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.7,4.5,,4610,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.4,4.4,,4611,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,NA,4.5,,4612,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,NA,3.6,,4613,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,0.5,3.2,,4614,9273,Ischnura
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.6,1.1,5.6,,4615,9273,ENEB_ENHA
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,1.8,0.6,3.4,,4616,9273,ENEB_ENHA
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.4,0.8,5.6,,4617,9273,ENVE
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.6,1,5.7,,4618,9273,ENVE
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.1,0.7,4.6,,4619,9273,ENVE
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,2,0.8,4.1,,4620,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,2.2,0.7,4.4,,4621,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.7,0.5,3.3,,4622,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,2,0.6,3.2,,4623,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.7,NA,4.3,,4624,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.8,0.4,4,,4625,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.7,NA,4,,4626,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.8,0.5,3.5,,4627,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.6,NA,3.1,,4628,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.8,0.4,4.2,,4629,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.9,0.4,4.2,,4630,9273,ENSI
"Ticklenaked Pond, VT",2009,9/30/2009,10/2/2009,1,E_signatum,1.6,NA,3.3,,4631,9273,ENSI
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Dragonflies,,,,6,4632,9273,Dragonflies
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_geminatum,2.1,0.4,4.3,,4633,9273,ENGE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_geminatum,2,NA,4,,4634,9273,ENGE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_geminatum,1.6,NA,2.6,,4635,9273,ENGE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3.4,2.5,8.9,,4636,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.6,1.2,5.7,,4637,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.1,0.6,3.5,,4638,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3.7,2.5,6.5,,4639,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,1.9,0.6,4.5,,4640,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.4,0.8,5.3,,4641,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.1,0.6,4.8,,4642,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.5,1.1,5.4,,4643,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.7,1.3,6.5,,4644,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.8,1.6,7.6,,4645,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.3,0.7,5.5,,4646,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.3,1.4,6.5,,4647,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3,1.6,7.4,,4648,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.3,0.9,5,,4649,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.1,0.7,4.2,,4650,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.5,1,5.6,,4651,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.2,0.7,3.9,,4652,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.2,0.7,4.3,,4653,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.3,0.8,5.1,,4654,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.3,1,4.6,,4655,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3.6,2.2,8.4,,4656,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,2.5,1,5.4,,4657,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3.5,2.9,7,,4658,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_ebrium_hageni,3.5,2.6,8.4,,4659,9273,ENEB_ENHA
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.7,1.9,8,,4660,9273,ENVE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.6,1.5,5.3,,4661,9273,ENVE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,E_vesperum,2.3,0.8,6.2,,4662,9273,ENVE
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Lestes,3.6,1.6,11.6,,4663,9273,Lestes
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Lestes,3.4,1.6,12.4,,4664,9273,Lestes
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.5,8.5,,4665,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.8,2.7,9.4,,4666,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.1,5.9,,4667,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,2.6,8.7,,4668,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.8,7.4,,4669,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.7,1.7,8.1,,4670,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,1.8,8.3,,4671,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.4,8.1,,4672,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.4,2.4,8.2,,4673,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2,8.7,,4674,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.3,2.4,8.4,,4675,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.6,7.2,,4676,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.3,6.8,,4677,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.8,2.6,9.1,,4678,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.3,6.9,,4679,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.2,1.6,7.5,,4680,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.9,2.8,7.9,,4681,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.4,2.3,8.3,,4682,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,1.2,7.2,,4683,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,0.8,5.5,,4684,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.6,0.8,5.6,,4685,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,0.9,5.7,,4686,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.5,2.4,9,,4687,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,1.3,6.6,,4688,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,4.6,7.1,,4689,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.2,0.4,5.2,,4690,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,2.6,8.3,,4691,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,NA,3.8,,4692,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.1,1.3,7.1,,4693,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.3,3.1,5.3,,4694,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.7,3.7,3.4,,4695,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.8,3.7,3.4,,4696,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,3.2,3.5,,4697,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.7,3.5,7.1,,4698,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.8,2.8,4.9,,4699,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3,2.5,5.3,,4700,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.4,3,5.2,,4701,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,2.2,5.2,,4702,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,2.9,3.5,6.4,,4703,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,3.6,8.5,,4704,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.6,3,5.1,,4705,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,3.2,7.4,,4706,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.6,4.4,8.9,,4707,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.7,NA,8.1,,4708,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,1.4,NA,2,,4709,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.2,3.1,8.3,,4710,9273,Ischnura
"Lower Symes Pond, VT",2009,9/30/2009,10/2/2009,1,Ischnura,3.2,3.7,6.6,,4711,9273,Ischnura
