Lake,Date,Species,HW,OWPL,FM_Name,SamplingRound,,,,,,
Charleston,10/3/2016,ENTR,4.2,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.4,0.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.8,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.5,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.5,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.5,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.1,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.6,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.8,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.2,1.3,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.2,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.9,0.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.3,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.7,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.7,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.9,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.7,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.8,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.5,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.6,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.5,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.4,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.4,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.7,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.7,1.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,2.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.4,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.8,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.6,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.8,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.6,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.5,0.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.2,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.3,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,3.6,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.1,NA,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.4,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4.7,1.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENTR,4,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,5.2,2.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,4.5,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,4.4,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,3.7,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,3.8,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,3.7,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,4.2,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,4.1,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,4.6,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENDI,3.7,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.4,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,5,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.6,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.2,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.2,1.3,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.7,1.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.7,1.5,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.7,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.2,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.8,1.6,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.7,1.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.9,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.8,1.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,5.1,2.3,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.3,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.9,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.3,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.2,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.7,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.7,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.3,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.6,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.5,1.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.4,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.9,1.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.3,2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.5,1.7,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.7,2.3,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.6,1.8,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.7,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.9,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.8,1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.6,0.9,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.8,1.1,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.9,2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.9,1.2,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,3.7,1.4,CharlestonLake,1,,,,,,
Charleston,10/3/2016,ENVE,4.8,1.9,CharlestonLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,3.8,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.4,3.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.4,2.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,2.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,2.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.2,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.3,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,3.2,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.2,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.3,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.6,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.5,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.6,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.6,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.5,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.2,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.2,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5,2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.9,2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.7,1.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.9,2.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5.1,2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.4,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.6,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.2,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.9,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.3,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.8,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.5,1.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.1,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.8,1.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5,2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.8,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.3,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.5,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.1,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.1,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.5,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.3,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.6,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5.2,3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.4,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.2,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.4,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.7,1.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.9,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5.2,2.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.5,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.5,2.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,5.2,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.8,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.9,1.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.7,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,3.6,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENVE,4.2,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.2,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.6,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.3,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.2,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.9,2.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.8,2.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.3,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,2.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.1,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.3,1.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.8,2.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.4,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.1,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.4,3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.1,3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.9,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5.2,2.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.8,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.4,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.1,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,3.7,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.1,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,3.6,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.8,3.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,5,2.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4.7,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENDI,4,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.5,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,2.9,0.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.4,2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.3,1.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.3,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.4,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,5,2.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.3,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,5.1,2.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.4,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.3,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.5,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,5.1,2.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.4,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,5.3,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.3,1.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.9,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.3,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.5,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.2,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.1,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,1.1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,5.1,2.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.9,2.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.1,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.8,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.7,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,2.8,0.6,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.9,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.5,1,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.3,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.4,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.2,0.8,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4,1.4,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.6,0.7,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,4.1,1.2,EngineerLake,1,,,,,,
Engineer,10/3/2016,ENTR,3.9,1.3,EngineerLake,1,,,,,,
